                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.56363,                 0.4233,                 1.0311,                0.87604,                 0.7767,                0.84862,                  0.687,                0.83125,                0.82612,                 1.2589,             0.00033967,             0.00033967,             0.00033967
                    156,                0.55927,                0.42601,                 1.0184,                0.84609,                0.77505,                0.84023,                0.69575,                0.83074,                0.79065,                 1.2385,              0.0003326,              0.0003326,              0.0003326
                    157,                0.57636,                0.46936,                 1.0301,                0.90805,                0.77138,                0.85335,                0.70036,                0.82548,                0.79057,                  1.248,             0.00032553,             0.00032553,             0.00032553
                    158,                0.57113,                0.43148,                 1.0205,                0.89163,                0.77554,                0.84934,                0.70172,                0.83181,                0.81062,                  1.248,             0.00031845,             0.00031845,             0.00031845
                    159,                0.55518,                 0.4482,                 1.0316,                0.87471,                0.75946,                0.84771,                  0.694,                 0.8395,                0.78588,                 1.2479,             0.00031138,             0.00031138,             0.00031138
                    160,                0.53939,                0.40955,                 1.0171,                0.88112,                0.77875,                0.85084,                0.70315,                  0.841,                0.79872,                   1.26,             0.00030431,             0.00030431,             0.00030431
                    161,                0.52493,                0.42447,                 1.0199,                0.93639,                0.77308,                0.85484,                0.69773,                0.85092,                0.81707,                 1.2743,             0.00029723,             0.00029723,             0.00029723
                    162,                0.55547,                0.46689,                 1.0481,                0.89176,                0.77768,                0.83518,                0.68871,                0.87986,                0.85519,                 1.3068,             0.00029016,             0.00029016,             0.00029016
                    163,                0.58387,                0.42915,                 1.0281,                0.91025,                0.76317,                0.84048,                0.69817,                0.86475,                0.82277,                 1.3161,             0.00028308,             0.00028308,             0.00028308
                    164,                0.50991,                0.39235,                 1.0042,                 0.9265,                0.76325,                0.86001,                0.70142,                0.85845,                0.82074,                  1.289,             0.00027601,             0.00027601,             0.00027601
                    165,                0.55511,                0.41955,                 1.0275,                0.90869,                0.78277,                0.86179,                0.69355,                0.86048,                0.77928,                 1.2797,             0.00026894,             0.00026894,             0.00026894
                    166,                0.57241,                0.48746,                 1.0363,                0.92709,                0.79997,                0.86326,                 0.7004,                0.84234,                0.71069,                 1.2692,             0.00026186,             0.00026186,             0.00026186
                    167,                0.54657,                0.40714,                 1.0097,                0.90863,                0.79458,                0.86245,                0.70673,                0.86386,                0.71847,                  1.295,             0.00025479,             0.00025479,             0.00025479
                    168,                0.53973,                0.41612,                 1.0164,                0.88882,                0.79625,                0.85691,                0.70466,                0.88607,                0.78255,                 1.3241,             0.00024772,             0.00024772,             0.00024772
                    169,                0.52546,                0.39676,                0.99657,                0.87929,                0.79299,                0.85892,                0.70488,                 0.8683,                0.81611,                 1.3002,             0.00024064,             0.00024064,             0.00024064
                    170,                0.52243,                0.40066,                 1.0227,                0.91641,                0.77539,                0.85812,                0.70385,                0.88545,                0.79761,                 1.3012,             0.00023357,             0.00023357,             0.00023357
                    171,                0.54006,                  0.401,                  1.013,                 0.9196,                0.76059,                0.86132,                0.70063,                0.87379,                0.80134,                 1.2865,              0.0002265,              0.0002265,              0.0002265
                    172,                0.55673,                0.40345,                 1.0329,                0.91368,                0.76882,                0.86013,                0.70285,                0.88305,                0.80807,                 1.3037,             0.00021942,             0.00021942,             0.00021942
                    173,                0.53937,                0.42154,                 1.0167,                0.90776,                0.79018,                0.85911,                0.70858,                0.87807,                0.77622,                  1.309,             0.00021235,             0.00021235,             0.00021235
                    174,                0.52167,                 0.4143,                 1.0048,                0.91599,                0.79219,                0.85706,                0.70701,                0.88516,                 0.7707,                 1.3043,             0.00020528,             0.00020528,             0.00020528
                    175,                0.53526,                0.40327,                 1.0024,                0.91663,                 0.7653,                0.84576,                0.70622,                0.89485,                0.77068,                 1.3219,              0.0001982,              0.0001982,              0.0001982
                    176,                0.53555,                0.40866,                 1.0157,                0.91769,                0.78912,                0.86492,                0.71242,                0.89793,                0.75813,                 1.3235,             0.00019113,             0.00019113,             0.00019113
                    177,                0.53054,                0.42748,                 1.0208,                0.89149,                0.80442,                0.85464,                0.70818,                0.89446,                0.77547,                 1.3141,             0.00018406,             0.00018406,             0.00018406
                    178,                0.50075,                0.39832,                0.98803,                0.91131,                0.77971,                0.85544,                0.70354,                 0.8719,                 0.7878,                 1.2866,             0.00017698,             0.00017698,             0.00017698
                    179,                0.56614,                0.43969,                 1.0358,                0.93187,                0.76914,                0.85587,                0.71381,                0.86512,                0.75631,                 1.2738,             0.00016991,             0.00016991,             0.00016991
                    180,                0.51384,                0.39166,                0.99815,                0.93294,                0.77274,                0.85041,                0.71308,                0.86197,                0.77439,                 1.2601,             0.00016283,             0.00016283,             0.00016283
                    181,                 0.5414,                0.40168,                 1.0105,                 0.9256,                  0.782,                0.85853,                0.71694,                 0.8586,                0.75819,                 1.2612,             0.00015576,             0.00015576,             0.00015576
                    182,                0.53657,                 0.4014,                0.99045,                0.91072,                  0.811,                 0.8649,                0.71051,                0.85582,                0.78046,                 1.2517,             0.00014869,             0.00014869,             0.00014869
                    183,                0.51348,                0.37911,                 0.9918,                0.91944,                 0.7896,                0.85905,                0.71377,                0.83128,                0.79808,                 1.2523,             0.00014161,             0.00014161,             0.00014161
                    184,                0.49386,                0.38506,                0.99497,                0.92266,                0.79055,                0.85816,                 0.7087,                0.83832,                0.80927,                 1.2552,             0.00013454,             0.00013454,             0.00013454
                    185,                0.52115,                0.39936,                 1.0153,                0.92953,                0.77553,                0.85887,                0.70914,                0.85392,                0.81686,                 1.2623,             0.00012747,             0.00012747,             0.00012747
                    186,                0.52423,                0.40825,                 1.0045,                0.91247,                0.77923,                0.85605,                0.70661,                0.85114,                0.79571,                 1.2655,             0.00012039,             0.00012039,             0.00012039
                    187,                0.53711,                0.41836,                 1.0256,                0.91479,                0.77619,                0.85161,                0.70772,                0.85801,                0.79329,                 1.2663,             0.00011332,             0.00011332,             0.00011332
                    188,                0.53599,                0.39963,                 1.0296,                0.91942,                0.77451,                 0.8487,                0.70692,                0.82865,                 0.7866,                  1.245,             0.00010625,             0.00010625,             0.00010625
                    189,                0.48716,                0.37371,                0.98104,                0.90881,                0.76875,                0.85362,                0.70601,                0.83658,                0.80361,                 1.2515,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.49731,                0.37217,                0.99895,                0.86608,                0.82084,                0.85962,                0.71093,                0.83358,                0.78627,                 1.2596,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.49753,                0.38558,                0.99982,                0.88732,                0.80027,                0.86483,                 0.7116,                0.83866,                0.74928,                 1.2647,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.49984,                0.38221,                 0.9933,                0.89472,                  0.803,                0.86547,                0.71399,                0.83954,                0.75493,                 1.2674,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.49404,                 0.3754,                0.99531,                0.88405,                0.80531,                0.85799,                0.71288,                0.83767,                 0.7599,                 1.2647,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.49493,                0.37573,                 1.0024,                0.89508,                0.79429,                0.85456,                0.71306,                0.85825,                0.76418,                 1.2758,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.48243,                0.37072,                0.98814,                0.92023,                0.77432,                0.84685,                0.70996,                0.85173,                0.77828,                 1.2718,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.49752,                0.36995,                0.98422,                0.90605,                0.79274,                0.85054,                0.71471,                0.84738,                0.78024,                 1.2721,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                 0.4957,                0.37946,                0.98589,                0.91959,                0.80443,                0.85671,                0.71903,                0.84833,                0.77051,                 1.2732,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.51744,                 0.3846,                  1.005,                0.91121,                0.80221,                0.85751,                0.71875,                 0.8596,                0.75924,                  1.284,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.51974,                0.38556,                 1.0048,                0.92528,                 0.7967,                 0.8573,                0.71945,                0.86251,                0.75134,                  1.287,             2.8437e-05,             2.8437e-05,             2.8437e-05
